Zip,Latitude,Longitude
5739,43.33996,-73.00605
7926,40.80129,-74.57029
10550,40.90625,-73.83505
12962,44.70159,-73.60537
13087,42.7064,-76.15587
13485,42.78675,-75.31488
15672,40.24366,-79.63109
17532,39.85354,-76.29623
17543,40.18459,-76.30153
18201,40.94888,-75.95625
19365,39.96409,-75.92512
19374,39.83343,-75.75329
25142,38.1531,-81.73204
27405,36.11603,-79.7354
27606,35.74046,-78.71762
27610,35.74598,-78.54647
27713,35.89497,-78.92368
27820,36.41563,-77.24179
28120,35.33151,-81.02617
29122,34.24012,-81.32534
30041,34.20039,-84.09418
30546,34.9088,-83.70729
92831,33.87973,-117.89635
99101,48.32729,-117.92514
99661,55.27154,-160.67506
99732,64.07171,-142.00646
59441,46.85917,-108.98017
62067,38.92985,-89.98516
62441,39.39759,-87.69759
75488,33.77723,-95.98748
76682,31.45363,-96.9059
77073,29.99986,-95.39958
77483,28.78761,-95.83652
77534,29.22632,-95.30893
77856,31.07333,-96.42385
82060,41.23547,-104.50147
87566,36.07121,-106.07011
1834,42.75199,-71.01486
2895,42.00101,-71.49934
4648,44.66395,-67.59028
13902,42.08888,-75.96892
16941,41.98838,-77.75798
21864,38.04199,-75.40638
28531,34.70015,-76.56116
30035,33.72556,-84.20523
30635,34.10316,-82.80444
95303,37.48297,-120.66189
33563,28.01708,-82.12457
37806,36.08385,-83.72845
43717,39.78971,-81.55569
48743,44.43963,-83.86964
50044,41.20301,-92.88238
51232,43.30166,-95.81755
51531,41.58868,-95.08721
52574,40.80374,-92.96646
52656,40.73894,-91.46353
1346,42.68892,-72.817
5649,44.15608,-72.35782
12202,42.63378,-73.76322
12211,42.70582,-73.76407
15560,40.01631,-78.90689
17941,40.68402,-76.61416
19375,39.90044,-75.74032
29724,34.77398,-81.0111
98576,46.83741,-122.63546
44040,41.53204,-81.41101
44629,40.35645,-81.44614
44805,40.87291,-82.31688
48442,42.79164,-83.60347
8638,40.25675,-74.763
5769,43.91923,-73.11551
12776,41.96089,-74.93463
12976,44.50619,-74.21604
14873,42.52238,-77.29841
15434,40.08062,-79.88112
17051,40.45876,-77.77506
19081,39.89805,-75.34715
19805,39.74475,-75.59269
24957,37.87649,-80.41916
27107,36.01471,-80.1783
28546,34.79662,-77.36104
30307,33.7707,-84.33398
59059,46.40735,-108.07478
60189,41.83975,-88.11786
61853,40.22146,-88.4168
3222,43.6275,-71.78286
3825,43.21357,-71.04284
6023,41.61371,-72.71994
6611,41.26008,-73.20947
13152,42.8926,-76.38469
20553,38.88695,-77.02297
21530,39.68927,-78.53663
35139,33.71143,-86.97048
45351,40.33941,-84.4952
48475,43.67062,-82.93945
52627,40.66821,-91.34874
55106,44.96353,-93.04827
55786,47.31638,-93.39046
60015,42.17251,-87.87481
60045,42.23839,-87.86978
64063,38.912,-94.35166
65529,37.92393,-91.98636
67072,37.54523,-96.61056
68322,40.33882,-97.55624
71253,32.99119,-91.30936
72051,35.7885,-92.30834
72472,35.59605,-90.53588
3254,43.72491,-71.37776
3847,44.07005,-71.11317
6032,41.72527,-72.83124
13410,42.93103,-74.61255
20245,38.89337,-77.0446
31085,33.42569,-83.62901
91766,34.04179,-117.75691
93234,36.19126,-120.09009
94567,38.70583,-122.38603
99116,48.01601,-118.92858
1545,42.28423,-71.71554
6062,41.67341,-72.86077
13027,43.16746,-76.36419
13063,42.84626,-75.97705
13830,42.44002,-75.62797
17836,40.71336,-76.6016
19061,39.82937,-75.43547
19975,38.47014,-75.17488
20764,38.83375,-76.51148
22205,38.88348,-77.13957
24944,38.38973,-79.78368
30513,34.82426,-84.31999
58794,48.26294,-102.77081
48080,42.46416,-82.89956
50208,41.71025,-93.0383
53570,42.73922,-89.61868
56579,46.46993,-96.34343
13082,43.10052,-75.95324
13460,42.68706,-75.45419
13810,42.61172,-75.1116
15679,40.17515,-79.65085
20712,38.94318,-76.96522
24239,37.11348,-82.15014
24888,37.38453,-81.49107
25624,37.90298,-81.97914
27516,35.91251,-79.15137
28562,35.08049,-77.12678
63010,38.42948,-90.39324
65018,38.62052,-92.5632
65059,38.69865,-91.87038
66402,38.91898,-95.84633
66851,38.22847,-96.9203
67850,38.58679,-100.61417
67879,38.48065,-101.80605
83204,42.79655,-112.52767
682,18.22118,-67.15381
2635,41.62372,-70.44051
4227,44.55721,-70.29763
2163,42.36636,-71.12076
2633,41.68893,-69.97225
4859,43.98894,-69.13754
7878,40.87177,-74.47627
8005,39.76366,-74.3153
12123,42.52279,-73.60792
14171,42.42279,-78.64277
18503,41.41128,-75.66769
20017,38.93845,-76.99318
24486,38.29299,-78.93013
26361,39.36662,-80.3175
27508,35.95771,-78.24979
28356,35.23088,-78.7909
97455,43.9646,-122.91734
36313,31.1786,-85.79394
37212,36.13386,-86.80117
39094,32.57821,-89.67588
39819,30.78522,-84.63844
45239,39.20446,-84.57993
46393,41.50823,-87.1776
48891,43.39589,-84.91364
51565,41.64473,-95.5207
56314,45.81167,-94.43311
56531,45.98789,-95.98588
57770,43.07025,-102.58986
33606,27.93218,-82.46488
37090,36.12506,-86.29667
40150,37.86869,-85.7225
41826,37.16991,-82.9258
42367,37.2393,-87.16002
45721,39.56548,-81.58441
48894,42.92452,-84.78564
59427,48.7707,-112.54045
61048,42.38355,-89.83555
61750,40.12356,-88.85957
62615,39.58505,-89.75737
62974,37.77736,-88.78463
64018,39.45249,-94.72685
64106,39.10515,-94.57207
66006,38.7959,-95.23833
68055,42.05893,-96.47216
69027,40.42736,-101.53668
71762,33.33795,-92.77119
77063,29.73554,-95.5216
77088,29.88181,-95.45352
78236,29.3781,-98.64431
80023,39.97242,-105.01092
80233,39.89971,-104.9469
89409,38.78468,-118.10324
97413,44.1006,-122.02805
97918,44.04162,-117.36115
98050,47.54399,-121.94041
99757,63.751,-152.75093
60181,41.87825,-87.97635
61470,40.60379,-90.50482
61874,40.05111,-88.25694
62887,38.1874,-88.35986
64739,38.51138,-94.0946
65064,38.40778,-92.47683
67074,37.67221,-96.72095
68632,41.24724,-97.13113
68648,41.40459,-96.79161
68701,42.02136,-97.44362
68846,41.06653,-97.88675
70630,30.02719,-93.00631
72156,35.27908,-92.6849
74578,34.90557,-95.34057
77485,29.63418,-96.05612
78006,29.85533,-98.72266
78413,27.68352,-97.40538
79024,36.43867,-100.34722
81326,37.16195,-108.16839
82410,44.36572,-108.12363
82433,44.06316,-109.10138
82712,44.45337,-104.1216
98392,47.73296,-122.5629
99676,62.45788,-149.7039
8511,40.043,-74.55391
10001,40.75065,-73.99718
23924,36.80743,-78.43198
27106,36.14292,-80.32263
59636,46.61972,-112.10993
73033,35.31442,-98.54661
74003,36.72742,-96.06581
7456,41.10644,-74.27492
7702,40.32487,-74.05996
8343,39.64133,-75.17053
15429,40.00152,-79.94002
15627,40.35126,-79.30599
16674,40.18941,-78.08824
18947,40.4244,-75.11448
26847,38.953,-79.13655
27938,36.3834,-76.71786
28269,35.33788,-80.80251
29941,32.54373,-80.81181
30297,33.61565,-84.37185
30620,33.92906,-83.7573
92029,33.08511,-117.12994
92336,34.14648,-117.46394
93920,36.11042,-121.56063
95822,38.51275,-121.4956
97471,43.22016,-123.47589
97820,44.16878,-119.19978
97850,45.30159,-118.11669
22834,38.55867,-78.86025
35044,33.2489,-86.37289
36013,32.29373,-85.98264
42303,37.76154,-87.04899
45695,39.15942,-82.36917
49267,41.76089,-83.72251
50167,41.74418,-94.04805
52601,40.85501,-91.112
53526,42.9741,-90.34362
54842,46.4951,-91.85627
57382,44.06162,-98.66741
58038,47.24508,-96.99583
7981,40.82207,-74.41904
10523,41.06,-73.81892
63074,38.7265,-90.3887
56252,45.18108,-95.30209
57201,44.93786,-97.09464
60133,41.97761,-88.14301
63956,37.2116,-90.51818
66853,38.00135,-96.22165
67753,39.42672,-100.74615
70655,30.66444,-92.72386
71852,33.99921,-93.85535
72534,35.60003,-91.72594
73551,34.35173,-98.872
78219,29.44208,-98.38754
79010,35.44484,-102.12361
99655,59.74746,-161.88869
90247,33.8914,-118.29737
98040,47.56612,-122.23198
98370,47.75101,-122.6229
32064,30.29566,-82.98443
33615,28.00536,-82.58135
36267,33.19729,-85.94818
38459,35.1943,-86.80544
39347,32.05785,-88.93097
39643,31.244,-90.0194
39845,30.95155,-84.8944
40110,37.93613,-85.65997
42078,37.29174,-88.27515
44045,41.74619,-81.2836
44502,41.08438,-80.64246
48076,42.4975,-83.23088
48710,43.55649,-83.98781
49631,43.91413,-85.26182
50101,42.6673,-93.63472
50139,41.19313,-93.36765
53518,43.24518,-90.59399
54023,44.98115,-92.55497
54211,45.15937,-87.16786
61012,42.40745,-88.75447
61252,41.84318,-90.11798
61342,41.54058,-89.09057
62704,39.774,-89.68515
62809,38.27909,-88.33984
66206,38.95794,-94.61937
67349,37.48858,-96.29883
68376,40.17438,-95.945
70531,30.23273,-92.50828
70732,30.61795,-91.60425
70776,30.26356,-91.08986
71631,33.58006,-92.26493
73061,36.3488,-97.00648
73080,35.00654,-97.46238
75209,32.84885,-96.82587
13477,43.03291,-75.51291
13815,42.54689,-75.53118
15644,40.3474,-79.61125
18452,41.48361,-75.59016
20759,39.1548,-76.92854
28654,36.06185,-81.15149
29544,34.00019,-79.21547
59733,46.58869,-112.88581
61042,41.68764,-89.56374
65076,38.37131,-92.19443
69044,40.12824,-101.02252
69132,40.85684,-100.98323
70401,30.52828,-90.45675
71259,32.27255,-91.84626
81003,38.27927,-104.63144
83842,47.4407,-116.55056
84029,40.62653,-112.72171
84046,40.94375,-109.8228
84738,37.17879,-113.70683
87746,35.64111,-104.23613
89007,36.63481,-114.18809
34762,28.75447,-81.91511
35234,33.5408,-86.80287
36031,32.24878,-85.74358
40513,38.01594,-84.60641
44260,41.03678,-81.34084
46776,41.72835,-85.16272
47336,40.3961,-85.20756
48880,43.4576,-84.56832
50102,42.24554,-93.40019
50635,42.20208,-92.69932
52570,40.6852,-92.15075
54245,44.0271,-87.89606
54961,44.40924,-88.76117
55388,44.94945,-93.84551
55713,47.49064,-92.76718
56224,44.37437,-95.05108
56387,45.53289,-94.23969
96710,19.85432,-155.21809
97824,45.33995,-117.75625
98406,47.26211,-122.50898
98502,47.09052,-123.01239
98815,47.48374,-120.47431
4261,44.56461,-70.92003
5767,43.87508,-72.82878
7677,41.02518,-74.06025
14214,42.93952,-78.84083
14889,42.21521,-76.58135
17033,40.27319,-76.63536
19944,38.47578,-75.05559
27298,35.88583,-79.56712
28782,35.23587,-82.15041
29385,34.97338,-82.09968
30339,33.87612,-84.46014
92592,33.5111,-117.03089
93206,35.44108,-119.47436
61919,39.77867,-88.13947
62094,39.24473,-89.35264
66943,39.67216,-96.97156
74002,36.55613,-96.14402
76384,34.16773,-99.32555
77808,30.78934,-96.31434
79064,34.19816,-102.12113
80033,39.77309,-105.1022
80453,39.66271,-105.24262
85931,34.45127,-110.86441
87417,36.74406,-108.345
87713,36.16713,-105.36485
87722,36.15243,-105.24648
32568,30.88334,-87.45402
46501,41.22608,-86.24792
46741,41.21129,-84.94988
77064,29.92218,-95.54706
78261,29.69179,-98.40192
78549,26.46089,-98.03372
2809,41.68271,-71.2694
3886,43.86243,-71.28686
11004,40.74628,-73.71148
12945,44.33748,-74.23815
13454,43.20988,-74.75733
15144,40.54934,-79.78284
15935,40.20378,-78.9663
21650,39.31535,-75.80964
21678,39.30899,-76.09726
24731,37.39797,-81.15108
28759,35.3818,-82.58513
29704,34.82092,-80.91536
64639,39.39201,-93.22301
72057,34.14421,-92.31452
73103,35.48909,-97.51892
76825,31.10471,-99.39545
79508,32.27409,-99.82606
81226,38.33377,-105.12436
81413,38.9572,-107.95495
84314,41.64845,-112.09289
84329,41.76545,-113.41927
89032,36.22321,-115.17272
31788,31.10952,-83.67988
38120,35.12352,-89.85219
38768,33.96973,-90.48724
48415,43.27114,-83.80094
49302,42.82286,-85.3986
49457,43.35365,-86.14828
50048,41.51337,-94.52011
50525,42.73648,-93.74724
52317,41.76242,-91.63101
55756,46.36669,-92.59251
90212,34.06217,-118.40194
97880,45.08362,-118.89401
97886,45.7987,-118.23481
93065,34.26022,-118.77436
94805,37.94279,-122.32296
96057,41.26795,-121.93612
96789,21.47829,-157.97472
96822,21.32018,-157.81079
97215,45.51468,-122.59959
92707,33.70986,-117.87089
99662,61.79181,-165.96115
31077,31.93796,-83.18365
37601,36.33029,-82.32145
40379,38.31339,-84.6872
43730,39.62433,-82.09725
45729,39.41361,-81.60783
46553,41.47954,-85.84927
46922,41.13813,-86.41332
48412,43.06287,-83.17079
50833,40.6704,-94.70071
52571,40.87713,-92.83776
53091,43.49609,-88.43664
53097,43.24581,-88.0067
56146,43.58006,-96.10343
57036,43.27297,-97.14117
58788,48.3423,-100.48054
63362,38.93213,-90.88017
65591,37.98115,-92.59402
67751,39.12139,-100.35218
70125,29.9521,-90.10335
76351,33.56892,-98.67455
76621,31.883,-97.08594
79565,32.39463,-101.09316
87710,36.3847,-105.24389
94111,37.79891,-122.39834
97457,43.05435,-123.22019
98671,45.61329,-122.2422
99666,62.45302,-165.09876
14416,43.07902,-77.98172
14423,42.94419,-77.82759
16028,40.95792,-79.63702
24607,37.29078,-82.2653
26452,39.0372,-80.514
28146,35.62089,-80.39305
30306,33.7887,-84.35026
72843,35.57628,-92.93457
76452,31.75506,-98.3541
83648,43.04963,-115.86557
84763,37.14232,-113.07054
99679,61.10123,-160.94452
38220,35.98795,-88.67061
38846,34.85078,-88.39396
50064,42.10771,-94.2366
51537,41.64756,-95.29293
54143,45.08657,-87.70086
55102,44.93189,-93.12161
56118,43.93821,-95.03209
57249,44.37332,-97.36306
57706,44.15719,-103.09356
617,18.44125,-66.55916
4757,46.66268,-68.17241
6331,41.69792,-71.99975
11436,40.67577,-73.79672
12170,42.99684,-73.66309
12604,41.68846,-73.89206
13110,42.89315,-76.28534
13633,44.48686,-75.48393
14082,42.65656,-78.38237
14837,42.49726,-77.01723
16841,41.03834,-77.69914
20695,38.59134,-76.97331
21133,39.37477,-76.81245
24151,36.95739,-79.86453
61876,39.90508,-87.83412
61938,39.48386,-88.37426
64124,39.10721,-94.53905
65606,36.6994,-91.3623
68665,41.76102,-98.40606
68110,41.29845,-95.91168
71048,32.83853,-92.8456
73003,35.66893,-97.49716
76887,31.01265,-99.16057
80005,39.85094,-105.13034
80132,39.09814,-104.8472
80454,39.6295,-105.25135
81501,39.07211,-108.54759
82051,41.57352,-105.6112
85193,32.79406,-111.82023
87006,34.49195,-106.84311
87829,34.32592,-108.65876
95824,38.51759,-121.44075
98922,47.26931,-120.88143
99919,55.65107,-132.50367
56056,44.07277,-94.57928
57068,43.57541,-96.49221
58029,47.11674,-97.40006
7065,40.60771,-74.2807
7719,40.1687,-74.07274
14855,42.14206,-77.50282
15020,40.23094,-79.94552
16023,40.78551,-79.75032
24531,36.84029,-79.44817
60070,42.10343,-87.93022
63841,36.77337,-89.98702
73455,34.23162,-96.76246
78735,30.26591,-97.86659
79347,34.17747,-102.78205
80118,39.19239,-104.89199
85042,33.36882,-112.04246
87935,33.25398,-107.22754
51636,40.66725,-95.23255
63746,37.7078,-89.69482
67441,38.87631,-97.10467
70607,30.04236,-93.20414
84604,40.34321,-111.5913
15658,40.25042,-79.22323
25076,37.86915,-81.93628
59467,48.07972,-112.58013
1038,42.38548,-72.60701
4108,43.66057,-70.18901
5077,43.90325,-72.48074
6708,41.54957,-73.06718
31558,30.81738,-81.50712
34114,25.96745,-81.55033
40387,37.93536,-83.49267
41822,37.32615,-82.97337
43014,40.47131,-82.2564
43811,40.18324,-81.92621
44883,41.12373,-83.17331
45742,39.2855,-81.72908
46149,39.88594,-86.55754
47713,37.954,-87.55959
47725,38.10708,-87.52564
53817,42.94508,-90.96765
61857,40.11662,-87.84223
62254,38.60743,-89.82137
63433,39.53296,-91.13169
63543,40.35696,-92.00855
65260,39.58659,-92.39629
67008,37.47776,-96.78489
67442,38.65602,-97.77637
85308,33.66051,-112.18462
38879,34.18699,-88.7169
6409,41.35125,-72.4201
81253,38.21921,-105.06861
95328,37.55824,-120.90985
32759,28.83578,-80.90041
35458,33.36696,-87.79135
36575,30.76897,-88.27272
38621,34.4491,-90.17014
44515,41.10123,-80.76375
45889,41.14664,-83.63997
47532,38.22118,-86.86049
49013,42.30567,-86.10846
49336,43.50869,-85.43177
54627,44.16764,-91.24052
55338,44.66948,-93.99815
55906,44.10731,-92.40531
56659,47.64691,-94.01643
58520,46.68174,-101.54687
37755,36.41295,-84.52727
38019,35.56347,-89.63019
41764,37.12686,-83.25533
42064,37.35404,-88.0939
44231,41.30653,-81.07238
44234,41.33498,-81.15758
45656,38.87587,-82.59256
47341,39.97229,-84.89277
49713,45.21434,-84.85253
54102,45.50014,-87.98358
55345,44.91527,-93.48375
95013,37.21535,-121.74153
97864,44.84588,-119.44529
93268,35.16239,-119.42517
94025,37.46321,-122.17249
99354,46.32566,-119.3067
7863,40.8129,-74.96037
59844,48.05714,-115.96858
60073,42.34816,-88.10977
60421,41.43128,-88.09955
61484,40.29528,-90.43646
62082,39.49462,-90.32409
63664,37.91251,-90.91974
75495,33.43311,-96.55161
76690,32.08226,-97.73325
718,18.2333,-65.7611
1247,42.69547,-73.07997
6401,41.34424,-73.0689
10470,40.89594,-73.86812
11451,40.7012,-73.79596
11965,41.07777,-72.3527
14607,43.15081,-77.58644
16121,41.21121,-80.49725
18034,40.54349,-75.41632
21766,39.66145,-78.39274
27455,36.18377,-79.80763
31089,32.85289,-82.86376
36206,33.73409,-85.81427
41015,38.97811,-84.4844
44730,40.76573,-81.25905
51108,42.5669,-96.35227
51342,43.24395,-94.73795
52804,41.53258,-90.67858
55905,44.05595,-92.52583
92320,33.99042,-117.05205
10504,41.13121,-73.70587
15778,40.96755,-79.19735
26036,39.98484,-80.54475
77878,30.47152,-96.43601
7422,41.1816,-74.44914
12546,41.96789,-73.5345
14613,43.18222,-77.6404
16115,40.79345,-80.46336
17772,41.11836,-76.71678
19710,39.79503,-75.58815
22305,38.83646,-77.06247
23358,37.64451,-75.86561
24898,37.59418,-81.60561
27597,35.84098,-78.30021
30607,34.02012,-83.44594
5663,44.15144,-72.67702
6110,41.73268,-72.73369
6234,41.78941,-71.95268
60034,42.45624,-88.41981
60654,41.89228,-87.63727
61230,41.73902,-90.21403
67757,39.5462,-100.6105
68439,41.00107,-97.20883
74132,36.04863,-96.01322
74834,35.70136,-96.88249
76541,31.11414,-97.72885
76622,31.82204,-97.24398
80621,40.10796,-104.80121
87112,35.10108,-106.51629
88242,32.81047,-103.15864
36436,31.78536,-87.64953
37211,36.06717,-86.7237
39456,31.04537,-88.82994
45064,39.56619,-84.60077
47942,40.68547,-87.44579
49310,43.51564,-85.05652
50261,41.4699,-93.92069
51018,42.44717,-95.68223
56338,46.00872,-93.87842
95464,39.12829,-122.84919
98354,47.25027,-122.31469
99131,48.27909,-118.12317
78404,27.76805,-97.39901
79934,31.95191,-106.434
81047,38.01784,-102.19576
83669,43.71786,-116.49755
85213,33.44847,-111.77
99758,65.15175,-149.37232
74953,35.0447,-94.60707
75048,32.972,-96.58085
76251,33.62076,-97.68976
77573,29.50205,-95.08652
77656,30.41587,-94.17206
78073,29.24487,-98.61955
84534,37.25309,-109.23317
84667,39.49209,-111.65333
90073,34.05453,-118.45696
34731,28.86417,-81.89779
38333,36.12376,-87.96956
39635,31.19144,-90.46345
43147,39.89927,-82.74211
46350,41.60738,-86.72156
47904,40.43836,-86.87665
49347,43.31473,-85.34851
58852,48.35672,-102.95361
60953,40.62992,-87.68812
62084,38.83665,-90.06245
62689,39.53367,-89.76185
63387,39.18393,-91.01656
64471,40.25602,-94.19423
65535,38.07109,-91.27778
70431,30.61318,-89.97384
1011,42.29652,-72.95968
11704,40.71694,-73.35898
13101,42.59851,-76.06728
13408,42.91981,-75.66916
14212,42.89422,-78.82018
15090,40.62549,-80.06889
16373,41.20719,-79.6994
21652,38.72083,-76.28287
23605,37.01814,-76.43569
90602,33.972,-118.02227
92201,33.69743,-116.10328
31035,32.84606,-82.70309
33477,26.91391,-80.08001
36769,31.99843,-87.53861
39480,31.71061,-89.31219
46356,41.25996,-87.41419
58565,47.48677,-101.38317
50075,42.33527,-93.55981
50155,41.20806,-94.20033
50540,42.59651,-94.842
51363,43.43359,-94.94672
52580,41.12332,-92.08762
53553,42.90783,-90.30218
54159,45.194,-87.82772
54737,44.71526,-91.9822
55954,43.56465,-91.78085
56063,44.21914,-93.82015
56519,47.16305,-96.48887
57256,45.2657,-97.19248
58463,47.49072,-100.47234
1583,42.37025,-71.78499
6759,41.75754,-73.21403
10303,40.63239,-74.16905
12022,42.67078,-73.34569
13126,43.43486,-76.46232
15009,40.69797,-80.36543
15338,39.80988,-79.96739
17041,40.21665,-76.53951
17306,39.98089,-77.24963
18657,41.52521,-75.95419
18702,41.22084,-75.77365
20901,39.02145,-77.00907
22734,38.5263,-77.80406
24012,37.3153,-79.90276
25053,38.04426,-81.87307
28025,35.38042,-80.5279
29530,33.99134,-79.74202
29936,32.47805,-80.97238
30039,33.79966,-84.0332
68875,41.56285,-98.66741
72104,34.3435,-92.82349
75643,32.01618,-94.36084
77978,28.66665,-96.57237
84767,37.237,-112.98642
85233,33.35211,-111.81134
99115,47.64718,-119.42387
99147,47.8395,-118.44258
60623,41.84808,-87.71778
62894,38.20902,-89.03689
72020,35.47232,-91.47508
77002,29.75641,-95.3653
77010,29.75365,-95.35982
82222,43.20147,-104.67087
84403,41.19446,-111.90253
10958,41.37337,-74.43044
17402,39.95893,-76.65922
19440,40.28646,-75.2895
92860,33.92467,-117.55166
95209,38.04726,-121.3508
95232,38.35534,-120.59406
95640,38.32956,-120.94261
98330,46.77244,-122.16879
31028,32.63503,-83.68156
33965,26.46368,-81.77214
38011,35.46697,-89.70724
40108,37.97261,-86.16632
45384,39.71532,-83.88486
47542,38.29668,-86.96932
48763,44.25253,-83.61271
54139,44.95601,-88.07501
54839,46.36035,-91.14147
56257,44.97103,-96.39811
56574,47.19517,-96.71298
57041,43.72978,-96.86761
58704,48.42515,-101.32098
59419,47.9863,-112.40858
67337,37.05527,-95.60147
71201,32.53298,-92.10528
71275,32.5134,-92.82085
71730,33.20063,-92.62908
72473,35.73904,-91.17553
72852,35.68371,-93.5537
73099,35.52828,-97.76237
73766,36.65189,-97.82807
75043,32.85707,-96.57941
77578,29.48132,-95.36559
79331,32.69327,-102.01054
80746,40.60957,-102.46604
81140,37.30576,-106.12889
83239,42.5063,-111.32836
83850,47.45457,-116.23091
12182,42.80045,-73.63286
14135,42.48767,-79.2409
18092,40.47045,-75.51533
18619,41.44803,-76.71127
21005,39.47415,-76.11891
23451,36.86739,-76.00587
24954,38.22328,-80.0431
25260,39.01271,-82.02672
25285,38.54319,-81.11143
29527,33.78271,-79.14732
30102,34.10611,-84.64344
30316,33.71362,-84.33252
93311,35.19414,-119.17444
95125,37.29504,-121.89144
61014,41.97458,-89.88449
61108,42.25483,-89.00393
61878,40.23971,-88.14945
62672,39.39798,-89.80446
64131,38.96168,-94.57563
68133,41.11357,-95.99941
70070,29.83446,-90.30509
73566,34.62438,-98.94466
2129,42.37975,-71.06169
4932,44.6957,-69.13335
5069,44.19055,-72.13678
7865,40.78469,-74.89875
11229,40.60083,-73.94401
17845,40.8853,-77.21116
24326,36.73007,-81.20247
28504,35.22496,-77.63538
94605,37.7604,-122.14834
95546,41.16034,-123.7327
95602,38.99059,-121.11038
97146,46.13148,-123.91986
97522,42.58129,-122.52832
98374,47.12994,-122.26196
72719,36.36759,-94.2958
73024,35.35864,-98.7981
74637,36.57167,-96.6747
77302,30.22236,-95.359
77423,29.83893,-95.98251
78414,27.6603,-97.36893
84121,40.62561,-111.69818
84537,39.32972,-111.19802
84634,39.1584,-111.81108
84656,39.13949,-112.07459
86023,36.05726,-112.07676
88240,32.70781,-103.47152
89701,39.13966,-119.71837
90005,34.05912,-118.30654
91762,34.02905,-117.64478
93962,36.62471,-121.64649
95070,37.25638,-122.04963
22942,38.10968,-78.19864
26269,39.11128,-79.61795
28425,34.56277,-77.89637
99343,46.59183,-119.17937
99585,61.9287,-162.26794
99670,58.66586,-156.97213
98520,47.04349,-123.80637
98604,45.80019,-122.50522
831,18.32716,-64.78676
2148,42.43048,-71.0576
3801,43.07292,-70.8052
7750,40.33643,-73.98632
8052,39.95204,-74.99508
8093,39.86416,-75.1358
12943,44.13919,-73.8183
13212,43.12819,-76.13128
16438,41.89229,-79.84418
19474,40.22353,-75.40403
20190,38.95978,-77.33688
23889,36.89609,-77.73768
23938,36.90654,-77.99612
25632,37.75662,-81.92843
59327,46.2524,-106.70624
60188,41.91589,-88.1292
60657,41.93991,-87.65382
63077,38.32711,-90.98631
64667,40.38502,-93.33481
65737,36.71277,-93.36017
67635,39.59486,-100.43935
70058,29.87048,-90.06706
70391,29.99096,-91.06069
73461,34.35956,-96.4436
75217,32.71217,-96.68118
75240,32.93174,-96.78854
75977,31.06121,-93.78207
80909,38.85269,-104.77573
81427,38.02011,-107.63167
83615,44.71688,-116.05193
83631,43.86726,-115.76427
85757,32.1285,-111.12212
87420,36.69066,-108.84928
88323,33.49479,-105.52745
92313,34.031,-117.31288
97347,45.07708,-123.65654
98057,47.47142,-122.22029
623,18.08354,-67.15418
2120,42.3321,-71.09637
2639,41.66634,-70.1353
3470,42.77883,-72.34417
4103,43.69379,-70.29088
4943,44.87993,-69.52049
6076,41.98966,-72.26165
6365,41.52232,-72.00107
7022,40.81818,-74.00221
7450,40.9822,-74.11266
7628,40.94514,-73.99232
10278,40.71514,-74.00377
13205,43.00524,-76.14204
13648,44.14914,-75.31807
14031,42.98721,-78.61075
15311,40.04591,-80.18393
15378,40.2783,-80.2751
16101,40.98532,-80.28716
16720,41.5841,-78.03707
17739,41.39347,-77.40858
20005,38.90453,-77.03171
20032,38.83437,-77.00674
21128,39.40774,-76.4462
21801,38.38055,-75.64148
23692,37.18303,-76.46665
25646,37.83272,-81.89498
27542,35.61826,-78.14073
29113,33.43622,-81.13227
29439,32.66632,-79.92909
29693,34.65257,-83.15153
29741,34.72501,-80.20106
30106,33.83605,-84.62705
31803,32.30393,-84.51953
32212,30.21908,-81.67892
2561,41.76887,-70.53319
4354,44.39603,-69.42707
4475,45.18152,-68.58717
5091,43.64021,-72.57302
11940,40.8104,-72.75711
12193,42.5157,-74.04497
12435,41.7288,-74.5187
23072,37.29641,-76.48182
24260,37.03954,-82.02463
29554,33.69803,-79.38
32901,28.07903,-80.62322
33849,28.21676,-82.07373
34110,26.29553,-81.78559
38951,33.97296,-89.28954
39045,32.7899,-89.81777
43736,40.05897,-81.23642
46565,41.69266,-85.58044
47373,40.33676,-85.15582
48185,42.33574,-83.38462
54644,44.03086,-91.04235
56222,44.98414,-95.36161
4950,44.8325,-69.80553
7840,40.85408,-74.83573
19086,39.8906,-75.37007
21090,39.20923,-76.66808
67701,39.39603,-101.05959
67736,38.84609,-100.4704
69353,41.74715,-103.41677
71935,34.39137,-93.76395
72528,36.2275,-92.13827
75092,33.64891,-96.70005
83281,42.31041,-111.95988
86017,34.89815,-111.63621
97496,43.05776,-123.49006
2744,41.60799,-70.91269
4945,45.76295,-70.2339
12417,41.90682,-73.98998
17029,40.55451,-77.62196
22015,38.78812,-77.28116
23320,36.75193,-76.2183
24580,36.58095,-78.68318
31768,31.19178,-83.84048
41171,38.09415,-83.10474
61748,40.61675,-88.99116
63827,36.26012,-89.88749
64134,38.92948,-94.48674
73530,34.24724,-99.02039
92352,34.26065,-117.20154
58351,48.09867,-99.27912
99202,47.65743,-117.37908
2554,41.28538,-70.07982
2905,41.78722,-71.39886
4042,43.62952,-70.62453
4937,44.63567,-69.67618
12742,41.71931,-74.7219
13684,44.36187,-75.04066
15346,39.93545,-80.0753
17243,40.27763,-77.81968
24970,37.73129,-80.4789
25510,38.39335,-82.06642
